,id,title,tags,poster_path,genres,vote_average
10,21032,Balto,"['family', 'animation', 'adventure'] ['kevin bacon', 'bob hoskins', 'bridget fonda'] ['simon wells'] wolf dog-sleddingrace alaska dog goose bearattack dogsled frozenlake",/gV5PCAVCPNxlOLFM1bKk50EqLXO.jpg,"['Family', 'Animation', 'Adventure']",7.1
11,1408,Cutthroat Island,"['action', 'adventure'] ['geena davis', 'matthew modine', 'frank langella'] ['renny harlin'] exoticisland treasure map ship scalp pirate",/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg,"['Action', 'Adventure']",5.7
12,524,Casino,"['drama', 'crime'] ['robert de niro', 'sharon stone', 'joe pesci'] ['martin scorsese'] poker drugabuse 1970s overdose illegalprostitution",/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,"['Drama', 'Crime']",7.8
13,4584,Sense and Sensibility,"['drama', 'romance'] ['kate winslet', 'emma thompson', 'hugh grant'] ['ang lee'] bowling basedonnovel servant countrylife janeausten inheritance militaryofficer perioddrama rainstorm horseandcarriage decorum",/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg,"['Drama', 'Romance']",7.2
14,5,Four Rooms,"['crime', 'comedy'] ['tim roth', 'antonio banderas', 'jennifer beals'] ['allison anders', 'alexandre rockwell', 'robert rodriguez', 'quentin tarantino'] hotel newyear'seve witch bet hotelroom sperm losangeles hoodlum womandirector episodefilm",/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,"['Crime', 'Comedy']",6.5
15,9273,Ace Ventura: When Nature Calls,"['crime', 'comedy', 'adventure'] ['jim carrey', 'ian mcneice', 'simon callow'] ['steve oedekerk'] africa indigenous humananimalrelationship bat",/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,"['Crime', 'Comedy', 'Adventure']",6.1
16,11517,Money Train,"['action', 'comedy', 'crime'] ['wesley snipes', 'woody harrelson', 'jennifer lopez'] ['joseph ruben'] brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery",/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,"['Action', 'Comedy', 'Crime']",5.4
17,8012,Get Shorty,"['comedy', 'thriller', 'crime'] ['john travolta', 'gene hackman', 'rene russo'] ['barry sonnenfeld'] gambling miami basedonnovel job murder travel mafia money debt mobster business hollywood gangster crime violence drug producer con",/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,"['Comedy', 'Thriller', 'Crime']",6.4
18,1710,Copycat,"['drama', 'thriller'] ['sigourney weaver', 'holly hunter', 'will patton'] ['jon amiel'] policebrutality psychology policeoperation policeprotection serialkiller psychologist cowardliness",/80czeJGSoik22fhtUM9WzyjUU4r.jpg,"['Drama', 'Thriller']",6.5
19,9691,Assassins,"['action', 'adventure', 'crime', 'thriller'] ['sylvester stallone', 'antonio banderas', 'julianne moore'] ['richard donner'] competition assassination cia bank cat mexicanstandoff seattle hitman missionofmurder hiddencamera rivalry rescue shootout policechase sniperrifle silencer doublecross caribbean detroitmichigan",/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,"['Action', 'Adventure', 'Crime', 'Thriller']",6.0
20,12665,Powder,"['drama', 'fantasy', 'science fiction', 'thriller'] ['mary steenburgen', 'sean patrick flanery', 'lance henriksen'] ['victor salva'] deadanimal shottodeath teenageboy heldatgunpoint teacherstudentrelationship albino fainting jacobsladder christallegory psionicpower healingpower lookingpale flickeringlight extrasensoryperception",/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",6.3
21,451,Leaving Las Vegas,"['drama', 'romance'] ['nicolas cage', 'elisabeth shue', 'julian sands'] ['mike figgis'] individual prostitute alcohol casino loveatfirstsight lovesickness filmproducer screenwriter hotelroom dyinganddeath rageandhate unsociability alcoholism losangeles alcoholabuse attemptedsuicide",/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,"['Drama', 'Romance']",7.1
22,9263,Now and Then,"['comedy', 'drama', 'family'] ['christina ricci', ""rosie o'donnell"", 'thora birch'] ['lesli linka glatter'] 1970s femalefriendship comingofage gynecologist photocopier truthordare womandirector",/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,"['Comedy', 'Drama', 'Family']",6.6
23,902,The City of Lost Children,"['fantasy', 'science fiction', 'adventure'] ['ron perlman', 'dominique pinon', 'judith vittet'] ['jean-pierre jeunet', 'marc caro'] clone dream island eye dystopia aging friendship rescue children girl childhood",/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,"['Fantasy', 'Science Fiction', 'Adventure']",7.6
24,9909,Dangerous Minds,"['drama', 'crime'] ['michelle pfeiffer', 'george dzundza', 'courtney b. vance'] ['john n. smith'] rapmusic karate highschool navalofficer teacher amusementpark",/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,"['Drama', 'Crime']",6.4
25,63,Twelve Monkeys,"['science fiction', 'thriller', 'mystery'] ['bruce willis', 'madeleine stowe', 'brad pitt'] ['terry gilliam'] schizophrenia philadelphia cassandrasyndrom stockholmsyndrome timetravel post-apocalyptic dystopia lethalvirus monkey subterranean",/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,"['Science Fiction', 'Thriller', 'Mystery']",7.4
26,9598,Babe,"['fantasy', 'drama', 'comedy', 'family'] ['christine cavanaugh', 'miriam margolyes', 'danny mann'] ['chris noonan'] sheep pig affection piglet heroism talkinganimal separation germanshepherd grandson talkingpig",/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,"['Fantasy', 'Drama', 'Comedy', 'Family']",6.0
27,687,Dead Man Walking,"['drama'] ['susan sarandon', 'sean penn', 'robert prosky'] ['tim robbins'] prison rape sociallydeprivedfamily penalty deathpenalty despair deathrow begnadigung therapist self-discovery prisoncell courtcase deathsentence doomedman sentence lethalinjection forgiveness charity mercypetition rageandhate unsociability rightandjustice court electricchair cowardliness",/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,['Drama'],7.3
28,33689,It Takes Two,"['comedy', 'family', 'romance'] ['kirstie alley', 'steve guttenberg', 'ashley olsen'] ['andy tennant'] orphan identicaltwin",/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,"['Comedy', 'Family', 'Romance']",6.1
29,9603,Clueless,"['comedy', 'drama', 'romance'] ['alicia silverstone', 'stacey dash', 'brittany murphy'] ['amy heckerling'] puberty highschool makeamatch spoiledchild gayinterest conflict womandirector",/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,"['Comedy', 'Drama', 'Romance']",6.9
30,9312,Mortal Kombat,"['action', 'fantasy'] ['christopher lambert', 'robin shou', 'linden ashby'] ['paul w.s. anderson'] martialarts monster island gore sorcerer tournament violence basedonvideogame handtohandcombat",/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,"['Action', 'Fantasy']",5.4
31,577,To Die For,"['fantasy', 'drama', 'comedy', 'thriller'] ['nicole kidman', 'matt dillon', 'joaquin phoenix'] ['gus van sant'] adultery winter obsession television newhampshire narcissisticpersonalitydisorder",/zCREx8trzejNieDLUsRuwLU0cS3.jpg,"['Fantasy', 'Drama', 'Comedy', 'Thriller']",6.7
32,807,Se7en,"['crime', 'mystery', 'thriller'] ['brad pitt', 'morgan freeman', 'gwyneth paltrow'] ['david fincher'] self-fulfillingprophecy detective s.w.a.t. drugdealer evisceration lustandimpulsiveness rageandhate prideandvanity immoderateness insomnia investigation pension police serialkiller",/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,"['Crime', 'Mystery', 'Thriller']",8.1
33,10530,Pocahontas,"['adventure', 'animation', 'drama', 'family'] ['irene bedard', 'mel gibson', 'david ogden stiers'] ['mike gabriel', 'eric goldberg'] cultureclash settler forbiddenlove colony musical goldrush princess romance nativeamerican animation virginia starcrossedlovers referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetree indianchief basedonmythsorfolklore 17thcentury shamanism songs indiansvs.settlers animalsidekick powhatan landclaim",/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,"['Adventure', 'Animation', 'Drama', 'Family']",6.7
34,629,The Usual Suspects,"['drama', 'crime', 'thriller'] ['stephen baldwin', 'gabriel byrne', 'chazz palminteri'] ['bryan singer'] law relatives theft criminal criminalmastermind hungarian sibling",/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,"['Drama', 'Crime', 'Thriller']",8.1
35,11448,Mighty Aphrodite,"['comedy', 'romance'] ['woody allen', 'mira sorvino', 'helena bonham carter'] ['woody allen'] prostitute adoption adoptivefather childlessness lookingforbirthparents adoptivemother independentfilm illegalprostitution child",/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,"['Comedy', 'Romance']",6.7
36,11010,The Postman,"['comedy', 'drama', 'romance'] ['philippe noiret', 'massimo troisi', 'maria grazia cucinotta'] ['michael radford'] island letter postman fisherman poet",/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,"['Comedy', 'Drama', 'Romance']",7.6
37,11359,The Indian in the Cupboard,"['adventure', 'family', 'fantasy'] ['hal scardino', 'litefoot', 'lindsay crouse'] ['frank oz'] cupboard games puppet parallelworld toycomestolife",/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,"['Adventure', 'Family', 'Fantasy']",5.9
38,2054,Mr. Holland's Opus,"['music', 'drama', 'family'] ['richard dreyfuss', 'glenne headly', 'jay thomas'] ['stephen herek'] composer mentor deaf-mute musical apprentice privatelife music disabled",/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,"['Music', 'Drama', 'Family']",6.9
39,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['comedy'] ['shawn wayans', 'marlon wayans', 'tracey cherelle jones'] ['paris barclay'] date slang hip-hop cousin parody hood gang socialsatire racism gangster",/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,['Comedy'],6.2
40,9536,Bio-Dome,"['comedy'] ['pauly shore', 'stephen baldwin', 'joey lauren adams'] ['jason bloom'] biotope vegetarian pollution",/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,['Comedy'],4.4
41,10634,Friday,"['comedy'] ['ice cube', 'chris tucker', 'nia long'] ['f. gary gray'] rapmusic parentchildrelationship rapper job",/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,['Comedy'],7.0
42,755,From Dusk Till Dawn,"['horror', 'action', 'thriller', 'crime'] ['george clooney', 'quentin tarantino', 'harvey keitel'] ['robert rodriguez'] dancing brotherbrotherrelationship sexualobsession showdown sheriff eroticism nudity bankrobber vampire holywater siege stripper priest explosion extremeviolence bankrobbery preacher hostagesituation crucifix recreationalvehicle bloodspurting conveniencestore femalevampire mexicanamericanborder nightclubentertainer boaconstrictor",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,"['Horror', 'Action', 'Thriller', 'Crime']",6.9
43,9102,Screamers,"['horror', 'science fiction'] ['peter weller', 'roy dupuis', 'jennifer rubin'] ['christian duguay'] manvsmachine alienplanet struggleforsurvival",/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,"['Horror', 'Science Fiction']",6.1
44,9623,The Juror,"['drama', 'thriller'] ['demi moore', 'alec baldwin', 'joseph gordon-levitt'] ['brian gibson'] jurors blackmail courtcase son trial courtroom",/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,"['Drama', 'Thriller']",5.5
45,13997,Black Sheep,"['comedy'] ['chris farley', 'david spade', 'grant heslov'] ['penelope spheeris'] nitrousoxide candidcamera doubleact politicalsatire crookedpolitician womandirector",/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,['Comedy'],6.0
46,2086,Nick of Time,"['crime', 'drama', 'thriller'] ['johnny depp', 'courtney chase', 'charles s. dutton'] ['john badham'] assassination trainstation politics losangeles",/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,"['Crime', 'Drama', 'Thriller']",6.1
47,12158,Vampire in Brooklyn,"['comedy', 'horror', 'romance'] ['eddie murphy', 'angela bassett', 'allen payne'] ['wes craven'] vampire halfvampire",/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,"['Comedy', 'Horror', 'Romance']",4.5
48,9283,Beautiful Girls,"['comedy', 'drama', 'romance'] ['matt dillon', 'noah emmerich', 'annabeth gish'] ['ted demme'] hometown",/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,"['Comedy', 'Drama', 'Romance']",6.6
49,9208,Broken Arrow,"['action', 'adventure', 'drama', 'thriller'] ['john travolta', 'christian slater', 'samantha mathis'] ['john woo'] helicopter river captain underground mexicanstandoff countdown pilot fistfight canyon major betrayal gunfight train explosion parkranger desert military nucleardevice boxing stealthaircraft abandonedmine humvee",/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,"['Action', 'Adventure', 'Drama', 'Thriller']",5.7
50,406,La Haine,"['drama'] ['vincent cassel', 'hubert koundé', 'saïd taghmaoui'] ['mathieu kassovitz'] paris neo-nazi skinhead robbery policebrutality hip-hop gun sociallydeprivedfamily breakdance arabian boredom revenge suburb violence policeofficer unemployment capture xenophobia",/jTzBED0leGPwWDqNewye11qzJgd.jpg,['Drama'],7.9
51,13685,Bottle Rocket,"['comedy', 'crime', 'drama'] ['luke wilson', 'owen wilson', 'lumi cavazos'] ['wes anderson'] brotherbrotherrelationship robbery burglar languagebarrier motel independentfilm psychiatrichospital maid theft nervousbreakdown escapade laundryroom",/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,"['Comedy', 'Crime', 'Drama']",6.8
52,9614,Happy Gilmore,"['comedy'] ['adam sandler', 'ben stiller', 'christopher mcdonald'] ['dennis dugan'] lossofmother lossoffather golf sport taxes",/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,['Comedy'],6.5
53,688,The Bridges of Madison County,"['drama', 'romance'] ['meryl streep', 'clint eastwood', 'annie corley'] ['clint eastwood'] farewell adultery loveatfirstsight photographer wifehusbandrelationship iowa loveofone'slife motherrole bridge housewife loveletter peasant marriagecrisis photography unsociability secretlove naturedocumentary",/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,"['Drama', 'Romance']",7.3
54,10874,Muppet Treasure Island,"['action', 'comedy', 'music', 'family', 'adventure'] ['tim curry', 'kevin bishop', 'jennifer saunders'] ['brian henson'] island pirategang puppet treasurehunt",/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,"['Action', 'Comedy', 'Music', 'Family', 'Adventure']",6.5
55,197,Braveheart,"['action', 'drama', 'history', 'war'] ['mel gibson', 'catherine mccormack', 'sophie marceau'] ['mel gibson'] individual scotland inlovewithenemy legend independence idealism revolt tyranny",/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,"['Action', 'Drama', 'History', 'War']",7.7
56,103,Taxi Driver,"['crime', 'drama'] ['robert de niro', 'cybill shepherd', 'harvey keitel'] ['martin scorsese'] vietnamveteran taxi obsession drugdealer nightshift vigilante alienation misanthrope shottodeath illegalprostitution loner",/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,"['Crime', 'Drama']",8.1
57,33542,Rumble in the Bronx,"['crime', 'action', 'comedy', 'thriller'] ['jackie chan', 'anita mui', 'françoise yip'] ['stanley tong'] newyork martialarts supermarket gangwar disabledchild gang wedding diamond bronx duringcreditsstinger",/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,"['Crime', 'Action', 'Comedy', 'Thriller']",6.5
58,11066,Boomerang,"['comedy', 'romance'] ['eddie murphy', 'robin givens', 'halle berry'] ['reginald hudlin'] roleofwomen ladykiller success ladies'man chefin casanova womanizer",/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,"['Comedy', 'Romance']",5.4
59,11104,Chungking Express,"['drama', 'comedy', 'romance'] ['brigitte lin', 'tony leung chiu-wai', 'faye wong'] ['wong kar-wai'] ex-girlfriend drugsmuggle girlfriend snackbar romance hongkong pineapple expirationdate flightattendant",/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,"['Drama', 'Comedy', 'Romance']",7.9
60,27793,The Neverending Story III: Escape from Fantasia,"['fantasy'] ['jason james richter', 'melody kay', 'kevin mcnulty'] ['peter macdonald'] flying magic",/driZCEKL79PaCsZNICSU3xd59sk.jpg,['Fantasy'],4.4
61,9101,Down Periscope,"['comedy'] ['kelsey grammer', 'lauren holly', 'rob schneider'] ['david s. ward'] submarine u.s.navy misfit",/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,['Comedy'],5.6
62,11000,The Birdcage,"['comedy'] ['robin williams', 'gene hackman', 'nathan lane'] ['mike nichols'] gay dragqueen homophobia florida comingout senator politician lgbt crossdressing 1990s",/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,['Comedy'],6.7
63,9737,Bad Boys,"['action', 'comedy', 'crime', 'thriller'] ['will smith', 'martin lawrence', 'téa leoni'] ['michael bay'] miami detective handcuffs airport mexicanstandoff stripclub witnessprotection carcrash internalaffairs gunfight explosion brutality footchase carchase druglord hangar loosecannon bust referencetoskittles blackcop badge actionhero corruptcop",/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,"['Action', 'Comedy', 'Crime', 'Thriller']",6.5
64,10474,The Basketball Diaries,"['drama', 'crime'] ['leonardo dicaprio', 'lorraine bracco', 'james madio'] ['scott kalvert'] sport basketball addiction friends drug",/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,"['Drama', 'Crime']",7.2
65,568,Apollo 13,"['drama'] ['tom hanks', 'bill paxton', 'kevin bacon'] ['ron howard'] moon florida nasa spaceman raceagainsttime houston basedontruestory space rescue survival disaster explosion astronaut imax saturnvrocket courage hypothermia apolloprogram capekennedy lunarmission spacecraftaccident",/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,['Drama'],7.3
66,11780,Rob Roy,"['adventure'] ['liam neeson', 'jessica lange', 'john hurt'] ['michael caton-jones'] scotland biography 18thcentury highlands violentman",/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,['Adventure'],6.5
67,414,Batman Forever,"['action', 'crime', 'fantasy'] ['val kilmer', 'tommy lee jones', 'jim carrey'] ['joel schumacher'] riddle dccomics rose gothamcity partner superhero robin brokenneck psychologist violence criminal districtattorney millionaire fallingdownstairs tiedup tommygun beretta knockedout superpowers disfigurement fatherfigure",/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,"['Action', 'Crime', 'Fantasy']",5.2
68,649,Belle de Jour,"['drama', 'romance'] ['catherine deneuve', 'michel piccoli', 'jean sorel'] ['luis buñuel'] prostitute adultery doublelife dualidentity jealousy wifehusbandrelationship brothel dream women'ssexualidentity fantasy masochism independentfilm",/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,"['Drama', 'Romance']",7.3
69,8839,Casper,"['fantasy', 'comedy', 'family'] ['christina ricci', 'bill pullman', 'cathy moriarty'] ['brad silberling'] halloween friendship supernatural afterlife friends danger ghost disorder youngheroes imaginary supernaturalability mischievouschildren",/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,"['Fantasy', 'Comedy', 'Family']",6.0
70,10329,Congo,"['action', 'adventure', 'drama', 'mystery', 'science fiction', 'thriller'] ['laura linney', 'dylan walsh', 'ernie hudson'] ['frank marshall'] gorilla kongo diamondmine diamond",/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",5.0
71,8963,Crimson Tide,"['action', 'thriller', 'drama'] ['denzel washington', 'gene hackman', 'matt craven'] ['tony scott'] submarine mutiny russia missile nuclearmissile embassy u.s.navy battleforpower torpedo military moraldilemma postcoldwar aircraftcarrier chainofcommand launchcode sonar",/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,"['Action', 'Thriller', 'Drama']",7.0
72,8068,Desperado,"['thriller', 'action', 'crime'] ['antonio banderas', 'salma hayek', 'joaquim de almeida'] ['robert rodriguez'] gunslinger antiterror ambush mexico showdown guitar nudity hitman bartender revenge tragichero shootout mariachi explosion extremeviolence brutality druglord legbrace concealedweapon flashback bookstore",/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,"['Thriller', 'Action', 'Crime']",6.8
73,1572,Die Hard: With a Vengeance,"['action', 'thriller'] ['bruce willis', 'jeremy irons', 'samuel l. jackson'] ['john mctiernan'] bomb taxi riddle robbery detective helicopter gold subway ship fistfight police sequel deception shootout newyorkcity explosion violence carchase fbiagent simonsays flashback dumptruck aqueduct actionhero federalreservebank",/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,"['Action', 'Thriller']",6.9
74,6520,First Knight,"['action', 'adventure', 'drama', 'romance'] ['sean connery', 'richard gere', 'julia ormond'] ['jerry zucker'] camelot knight kingarthur excalibur knightsoftheroundtable",/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,"['Action', 'Adventure', 'Drama', 'Romance']",5.9
75,9073,Free Willy 2 - The Adventure Home,"['adventure'] ['jason james richter', 'michael madsen', 'jayne atkinson'] ['dwight h. little'] humananimalrelationship whale killerwhale",/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,['Adventure'],5.5
76,10428,Hackers,"['action', 'crime', 'thriller', 'drama'] ['jonny lee miller', 'angelina jolie', 'jesse bradford'] ['iain softley'] femalenudity hacker nudity computervirus virtualreality computer sexualfantasy prank internet cyberpunk teenager newyorkcity secretservice computerhacker dreamsequence",/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,"['Action', 'Crime', 'Thriller', 'Drama']",6.2
77,9886,Johnny Mnemonic,"['adventure', 'action', 'drama', 'science fiction', 'thriller'] ['keanu reeves', 'dina meyer', 'takeshi kitano'] ['robert longo'] brain childhoodmemory dystopia pharmaceuticalindustry computerchip courier cyber cyberpunk",/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",5.5
78,9482,Judge Dredd,"['science fiction'] ['sylvester stallone', 'diane lane', 'armand assante'] ['danny cannon'] judge post-apocalyptic dystopia basedoncomic policeofficer basedongraphicnovel frameup dystopicfuture framedformurder gene prostheticlimb postholocaust dnatesting dredd 2000ad",/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,['Science Fiction'],5.4
79,9344,Kids,"['drama', 'crime'] ['leo fitzpatrick', 'rosario dawson', 'chloë sevigny'] ['larry clark'] puberty firsttime",/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,"['Drama', 'Crime']",6.8
80,2293,Mallrats,"['romance', 'comedy'] ['jason lee', 'jeremy london', 'shannen doherty'] ['kevin smith'] sex gameshow slacker shopping mall ex-boyfriendex-girlfriendrelationship jayandsilentbob silentman coke bandleader aftercreditsstinger",/4saVIltqkhq9is5NmD7N87Q40M.jpg,"['Romance', 'Comedy']",6.8
81,9070,Mighty Morphin Power Rangers: The Movie,"['action', 'adventure', 'science fiction', 'family', 'fantasy'] ['amy jo johnson', 'jason david frank', 'david yost'] ['bryan spicer'] basedontvseries tokusatsu superheroteam ethnicdiversity supersentai powerrangers mightymorphinpowerrangers mmpr",/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",5.2
82,1642,The Net,"['crime', 'drama', 'mystery', 'thriller', 'action'] ['sandra bullock', 'jeremy northam', 'dennis miller'] ['irwin winkler'] cheating newidentity computervirus chase computer stalking",/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",5.6
83,11472,Nine Months,"['comedy'] ['hugh grant', 'julianne moore', 'tom arnold'] ['chris columbus'] parentchildrelationship baby marriage pregnancy childwish",/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,['Comedy'],5.5
84,11980,The Prophecy,"['fantasy', 'horror', 'thriller'] ['christopher walken', 'elias koteas', 'virginia madsen'] ['gregory widen'] angel archangelgabriel menschheit",/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,"['Fantasy', 'Horror', 'Thriller']",6.4
85,10533,The Scarlet Letter,"['drama', 'history', 'romance'] ['demi moore', 'gary oldman', 'robert duvall'] ['roland joffé'] basedonnovel burningofwitches puritan pregnancy perioddrama extramaritalaffair",/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,"['Drama', 'History', 'Romance']",5.5
86,10802,Showgirls,"['drama'] ['elizabeth berkley', 'kyle maclachlan', 'gina gershon'] ['paul verhoeven'] dancing femalenudity go-godancer spanner seduction striptease sexappeal",/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,['Drama'],4.9
87,10149,Smoke,"['comedy', 'drama'] ['harvey keitel', 'william hurt', 'giancarlo esposito'] ['wayne wang', 'paul auster'] smoking robber cigarette cigar laden independentfilm writer",/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,"['Comedy', 'Drama']",7.2
